template_id,template,dof,first_failing_filter_or_status
943,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,2) + (6,1) + (8,1)",81,F1_SU3_AF
944,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,2) + (6b,1) + (8,1)",81,F1_SU3_AF
945,"(1,1) + (1,1) + (1,2) + (3,1) + (6,2) + (8,1)",81,F1_SU3_AF
946,"(1,1) + (1,1) + (1,2) + (3,1) + (6b,2) + (8,1)",81,F1_SU3_AF
947,"(1,1) + (1,1) + (1,2) + (3,2) + (3b,1) + (6,1) + (8,1)",81,F1_SU3_AF
948,"(1,1) + (1,1) + (1,2) + (3,2) + (3b,1) + (6b,1) + (8,1)",81,F1_SU3_AF
949,"(1,1) + (1,1) + (1,2) + (3b,1) + (3b,2) + (6,1) + (8,1)",81,F1_SU3_AF
950,"(1,1) + (1,1) + (1,2) + (3b,1) + (3b,2) + (6b,1) + (8,1)",81,F1_SU3_AF
951,"(1,1) + (1,1) + (1,2) + (3b,1) + (6,2) + (8,1)",81,F1_SU3_AF
952,"(1,1) + (1,1) + (1,2) + (3b,1) + (6b,2) + (8,1)",81,F1_SU3_AF
953,"(1,1) + (1,1) + (3,1) + (3,1) + (3,1) + (8,2)",81,F1_SU3_AF
954,"(1,1) + (1,1) + (3,1) + (3,1) + (3b,1) + (8,2)",81,F1_SU3_AF
955,"(1,1) + (1,1) + (3,1) + (3,2) + (8,1) + (8,1)",81,F1_SU3_AF
956,"(1,1) + (1,1) + (3,1) + (3b,1) + (3b,1) + (8,2)",81,F1_SU3_AF
957,"(1,1) + (1,1) + (3,1) + (3b,2) + (8,1) + (8,1)",81,F1_SU3_AF
958,"(1,1) + (1,1) + (3,1) + (6,1) + (8,2)",81,F1_SU3_AF
959,"(1,1) + (1,1) + (3,1) + (6b,1) + (8,2)",81,F1_SU3_AF
960,"(1,1) + (1,1) + (3,2) + (3b,1) + (8,1) + (8,1)",81,F1_SU3_AF
961,"(1,1) + (1,1) + (3b,1) + (3b,1) + (3b,1) + (8,2)",81,F1_SU3_AF
962,"(1,1) + (1,1) + (3b,1) + (3b,2) + (8,1) + (8,1)",81,F1_SU3_AF
963,"(1,1) + (1,1) + (3b,1) + (6,1) + (8,2)",81,F1_SU3_AF
964,"(1,1) + (1,1) + (3b,1) + (6b,1) + (8,2)",81,F1_SU3_AF
965,"(1,1) + (1,2) + (3,1) + (3,1) + (6,1) + (6,2)",81,F1_SU3_AF
966,"(1,1) + (1,2) + (3,1) + (3,1) + (6,1) + (6b,2)",81,F1_SU3_AF
967,"(1,1) + (1,2) + (3,1) + (3,1) + (6,2) + (6b,1)",81,F1_SU3_AF
968,"(1,1) + (1,2) + (3,1) + (3,1) + (6b,1) + (6b,2)",81,F1_SU3_AF
969,"(1,1) + (1,2) + (3,1) + (3b,1) + (6,1) + (6,2)",81,F1_SU3_AF
970,"(1,1) + (1,2) + (3,1) + (3b,1) + (6,1) + (6b,2)",81,F1_SU3_AF
971,"(1,1) + (1,2) + (3,1) + (3b,1) + (6,2) + (6b,1)",81,F1_SU3_AF
972,"(1,1) + (1,2) + (3,1) + (3b,1) + (6b,1) + (6b,2)",81,F1_SU3_AF
973,"(1,1) + (1,2) + (3,2) + (6,1) + (6,1) + (6,1)",81,F1_SU3_AF
974,"(1,1) + (1,2) + (3,2) + (6,1) + (6,1) + (6b,1)",81,F1_SU3_AF
975,"(1,1) + (1,2) + (3,2) + (6,1) + (6b,1) + (6b,1)",81,F1_SU3_AF
976,"(1,1) + (1,2) + (3,2) + (6b,1) + (6b,1) + (6b,1)",81,F1_SU3_AF
977,"(1,1) + (1,2) + (3b,1) + (3b,1) + (6,1) + (6,2)",81,F1_SU3_AF
978,"(1,1) + (1,2) + (3b,1) + (3b,1) + (6,1) + (6b,2)",81,F1_SU3_AF
979,"(1,1) + (1,2) + (3b,1) + (3b,1) + (6,2) + (6b,1)",81,F1_SU3_AF
980,"(1,1) + (1,2) + (3b,1) + (3b,1) + (6b,1) + (6b,2)",81,F1_SU3_AF
981,"(1,1) + (1,2) + (3b,2) + (6,1) + (6,1) + (6,1)",81,F1_SU3_AF
982,"(1,1) + (1,2) + (3b,2) + (6,1) + (6,1) + (6b,1)",81,F1_SU3_AF
983,"(1,1) + (1,2) + (3b,2) + (6,1) + (6b,1) + (6b,1)",81,F1_SU3_AF
984,"(1,1) + (1,2) + (3b,2) + (6b,1) + (6b,1) + (6b,1)",81,F1_SU3_AF
985,"(1,1) + (1,2) + (6,1) + (6,1) + (6,2)",81,F1_SU3_AF
986,"(1,1) + (1,2) + (6,1) + (6,1) + (6b,2)",81,F1_SU3_AF
987,"(1,1) + (1,2) + (6,1) + (6,2) + (6b,1)",81,F1_SU3_AF
988,"(1,1) + (1,2) + (6,1) + (6b,1) + (6b,2)",81,F1_SU3_AF
989,"(1,1) + (1,2) + (6,2) + (6b,1) + (6b,1)",81,F1_SU3_AF
990,"(1,1) + (1,2) + (6b,1) + (6b,1) + (6b,2)",81,F1_SU3_AF
991,"(1,1) + (1,2) + (8,1) + (8,2)",81,F1_SU3_AF
992,"(1,1) + (3,1) + (3,1) + (6,2) + (8,1)",81,F1_SU3_AF
993,"(1,1) + (3,1) + (3,1) + (6b,2) + (8,1)",81,F1_SU3_AF
994,"(1,1) + (3,1) + (3b,1) + (6,2) + (8,1)",81,F1_SU3_AF
995,"(1,1) + (3,1) + (3b,1) + (6b,2) + (8,1)",81,F1_SU3_AF
996,"(1,1) + (3,2) + (6,1) + (6,1) + (8,1)",81,F1_SU3_AF
997,"(1,1) + (3,2) + (6,1) + (6b,1) + (8,1)",81,F1_SU3_AF
998,"(1,1) + (3,2) + (6b,1) + (6b,1) + (8,1)",81,F1_SU3_AF
999,"(1,1) + (3b,1) + (3b,1) + (6,2) + (8,1)",81,F1_SU3_AF
1000,"(1,1) + (3b,1) + (3b,1) + (6b,2) + (8,1)",81,F1_SU3_AF
1001,"(1,1) + (3b,2) + (6,1) + (6,1) + (8,1)",81,F1_SU3_AF
1002,"(1,1) + (3b,2) + (6,1) + (6b,1) + (8,1)",81,F1_SU3_AF
1003,"(1,1) + (3b,2) + (6b,1) + (6b,1) + (8,1)",81,F1_SU3_AF
1004,"(1,1) + (6,1) + (6,2) + (8,1)",81,F1_SU3_AF
1005,"(1,1) + (6,1) + (6b,2) + (8,1)",81,F1_SU3_AF
1006,"(1,1) + (6,2) + (6b,1) + (8,1)",81,F1_SU3_AF
1007,"(1,1) + (6b,1) + (6b,2) + (8,1)",81,F1_SU3_AF
1008,"(1,2) + (3,1) + (3,1) + (3,1) + (8,2)",81,F1_SU3_AF
1009,"(1,2) + (3,1) + (3,1) + (3b,1) + (8,2)",81,F1_SU3_AF
1010,"(1,2) + (3,1) + (3,2) + (8,1) + (8,1)",81,F1_SU3_AF
1011,"(1,2) + (3,1) + (3b,1) + (3b,1) + (8,2)",81,F1_SU3_AF
1012,"(1,2) + (3,1) + (3b,2) + (8,1) + (8,1)",81,F1_SU3_AF
1013,"(1,2) + (3,1) + (6,1) + (8,2)",81,F1_SU3_AF
1014,"(1,2) + (3,1) + (6b,1) + (8,2)",81,F1_SU3_AF
1015,"(1,2) + (3,2) + (3b,1) + (8,1) + (8,1)",81,F1_SU3_AF
1016,"(1,2) + (3b,1) + (3b,1) + (3b,1) + (8,2)",81,F1_SU3_AF
1017,"(1,2) + (3b,1) + (3b,2) + (8,1) + (8,1)",81,F1_SU3_AF
1018,"(1,2) + (3b,1) + (6,1) + (8,2)",81,F1_SU3_AF
1019,"(1,2) + (3b,1) + (6b,1) + (8,2)",81,F1_SU3_AF
1020,"(3,1) + (6,1) + (6,1) + (6,2)",81,F1_SU3_AF
1021,"(3,1) + (6,1) + (6,1) + (6b,2)",81,F1_SU3_AF
1022,"(3,1) + (6,1) + (6,2) + (6b,1)",81,F1_SU3_AF
1023,"(3,1) + (6,1) + (6b,1) + (6b,2)",81,F1_SU3_AF
1024,"(3,1) + (6,2) + (6b,1) + (6b,1)",81,F1_SU3_AF
1025,"(3,1) + (6b,1) + (6b,1) + (6b,2)",81,F1_SU3_AF
1026,"(3,1) + (8,1) + (8,2)",81,F1_SU3_AF
1027,"(3b,1) + (6,1) + (6,1) + (6,2)",81,F1_SU3_AF
1028,"(3b,1) + (6,1) + (6,1) + (6b,2)",81,F1_SU3_AF
1029,"(3b,1) + (6,1) + (6,2) + (6b,1)",81,F1_SU3_AF
1030,"(3b,1) + (6,1) + (6b,1) + (6b,2)",81,F1_SU3_AF
1031,"(3b,1) + (6,2) + (6b,1) + (6b,1)",81,F1_SU3_AF
1032,"(3b,1) + (6b,1) + (6b,1) + (6b,2)",81,F1_SU3_AF
1033,"(3b,1) + (8,1) + (8,2)",81,F1_SU3_AF
1034,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (6,1) + (6,2)",84,F1_SU3_AF
1035,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (6,1) + (6b,2)",84,F1_SU3_AF
1036,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (6,2) + (6b,1)",84,F1_SU3_AF
1037,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (6b,1) + (6b,2)",84,F1_SU3_AF
1038,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,1) + (6,1) + (6,2)",84,F1_SU3_AF
1039,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,1) + (6,1) + (6b,2)",84,F1_SU3_AF
1040,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,1) + (6,2) + (6b,1)",84,F1_SU3_AF
1041,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,1) + (6b,1) + (6b,2)",84,F1_SU3_AF
1042,"(1,1) + (1,1) + (1,2) + (3,2) + (6,1) + (6,1) + (6,1)",84,F1_SU3_AF
1043,"(1,1) + (1,1) + (1,2) + (3,2) + (6,1) + (6,1) + (6b,1)",84,F1_SU3_AF
1044,"(1,1) + (1,1) + (1,2) + (3,2) + (6,1) + (6b,1) + (6b,1)",84,F1_SU3_AF
1045,"(1,1) + (1,1) + (1,2) + (3,2) + (6b,1) + (6b,1) + (6b,1)",84,F1_SU3_AF
1046,"(1,1) + (1,1) + (1,2) + (3b,1) + (3b,1) + (6,1) + (6,2)",84,F1_SU3_AF
1047,"(1,1) + (1,1) + (1,2) + (3b,1) + (3b,1) + (6,1) + (6b,2)",84,F1_SU3_AF
1048,"(1,1) + (1,1) + (1,2) + (3b,1) + (3b,1) + (6,2) + (6b,1)",84,F1_SU3_AF
1049,"(1,1) + (1,1) + (1,2) + (3b,1) + (3b,1) + (6b,1) + (6b,2)",84,F1_SU3_AF
1050,"(1,1) + (1,1) + (1,2) + (3b,2) + (6,1) + (6,1) + (6,1)",84,F1_SU3_AF
1051,"(1,1) + (1,1) + (1,2) + (3b,2) + (6,1) + (6,1) + (6b,1)",84,F1_SU3_AF
1052,"(1,1) + (1,1) + (1,2) + (3b,2) + (6,1) + (6b,1) + (6b,1)",84,F1_SU3_AF
1053,"(1,1) + (1,1) + (1,2) + (3b,2) + (6b,1) + (6b,1) + (6b,1)",84,F1_SU3_AF
1054,"(1,1) + (1,1) + (1,2) + (6,1) + (6,1) + (6,2)",84,F1_SU3_AF
1055,"(1,1) + (1,1) + (1,2) + (6,1) + (6,1) + (6b,2)",84,F1_SU3_AF
1056,"(1,1) + (1,1) + (1,2) + (6,1) + (6,2) + (6b,1)",84,F1_SU3_AF
1057,"(1,1) + (1,1) + (1,2) + (6,1) + (6b,1) + (6b,2)",84,F1_SU3_AF
1058,"(1,1) + (1,1) + (1,2) + (6,2) + (6b,1) + (6b,1)",84,F1_SU3_AF
1059,"(1,1) + (1,1) + (1,2) + (6b,1) + (6b,1) + (6b,2)",84,F1_SU3_AF
1060,"(1,1) + (1,1) + (1,2) + (8,1) + (8,2)",84,F1_SU3_AF
1061,"(1,1) + (1,1) + (3,1) + (3,1) + (6,2) + (8,1)",84,F1_SU3_AF
1062,"(1,1) + (1,1) + (3,1) + (3,1) + (6b,2) + (8,1)",84,F1_SU3_AF
1063,"(1,1) + (1,1) + (3,1) + (3b,1) + (6,2) + (8,1)",84,F1_SU3_AF
1064,"(1,1) + (1,1) + (3,1) + (3b,1) + (6b,2) + (8,1)",84,F1_SU3_AF
1065,"(1,1) + (1,1) + (3,2) + (6,1) + (6,1) + (8,1)",84,F1_SU3_AF
1066,"(1,1) + (1,1) + (3,2) + (6,1) + (6b,1) + (8,1)",84,F1_SU3_AF
1067,"(1,1) + (1,1) + (3,2) + (6b,1) + (6b,1) + (8,1)",84,F1_SU3_AF
1068,"(1,1) + (1,1) + (3b,1) + (3b,1) + (6,2) + (8,1)",84,F1_SU3_AF
1069,"(1,1) + (1,1) + (3b,1) + (3b,1) + (6b,2) + (8,1)",84,F1_SU3_AF
1070,"(1,1) + (1,1) + (3b,2) + (6,1) + (6,1) + (8,1)",84,F1_SU3_AF
1071,"(1,1) + (1,1) + (3b,2) + (6,1) + (6b,1) + (8,1)",84,F1_SU3_AF
1072,"(1,1) + (1,1) + (3b,2) + (6b,1) + (6b,1) + (8,1)",84,F1_SU3_AF
1073,"(1,1) + (1,1) + (6,1) + (6,2) + (8,1)",84,F1_SU3_AF
1074,"(1,1) + (1,1) + (6,1) + (6b,2) + (8,1)",84,F1_SU3_AF
1075,"(1,1) + (1,1) + (6,2) + (6b,1) + (8,1)",84,F1_SU3_AF
1076,"(1,1) + (1,1) + (6b,1) + (6b,2) + (8,1)",84,F1_SU3_AF
1077,"(1,1) + (1,2) + (3,1) + (3,1) + (3,1) + (8,2)",84,F1_SU3_AF
1078,"(1,1) + (1,2) + (3,1) + (3,1) + (3b,1) + (8,2)",84,F1_SU3_AF
1079,"(1,1) + (1,2) + (3,1) + (3,2) + (8,1) + (8,1)",84,F1_SU3_AF
1080,"(1,1) + (1,2) + (3,1) + (3b,1) + (3b,1) + (8,2)",84,F1_SU3_AF
1081,"(1,1) + (1,2) + (3,1) + (3b,2) + (8,1) + (8,1)",84,F1_SU3_AF
1082,"(1,1) + (1,2) + (3,1) + (6,1) + (8,2)",84,F1_SU3_AF
1083,"(1,1) + (1,2) + (3,1) + (6b,1) + (8,2)",84,F1_SU3_AF
1084,"(1,1) + (1,2) + (3,2) + (3b,1) + (8,1) + (8,1)",84,F1_SU3_AF
1085,"(1,1) + (1,2) + (3b,1) + (3b,1) + (3b,1) + (8,2)",84,F1_SU3_AF
1086,"(1,1) + (1,2) + (3b,1) + (3b,2) + (8,1) + (8,1)",84,F1_SU3_AF
1087,"(1,1) + (1,2) + (3b,1) + (6,1) + (8,2)",84,F1_SU3_AF
1088,"(1,1) + (1,2) + (3b,1) + (6b,1) + (8,2)",84,F1_SU3_AF
1089,"(1,1) + (3,1) + (6,1) + (6,1) + (6,2)",84,F1_SU3_AF
1090,"(1,1) + (3,1) + (6,1) + (6,1) + (6b,2)",84,F1_SU3_AF
1091,"(1,1) + (3,1) + (6,1) + (6,2) + (6b,1)",84,F1_SU3_AF
1092,"(1,1) + (3,1) + (6,1) + (6b,1) + (6b,2)",84,F1_SU3_AF
1093,"(1,1) + (3,1) + (6,2) + (6b,1) + (6b,1)",84,F1_SU3_AF
1094,"(1,1) + (3,1) + (6b,1) + (6b,1) + (6b,2)",84,F1_SU3_AF
1095,"(1,1) + (3,1) + (8,1) + (8,2)",84,F1_SU3_AF
1096,"(1,1) + (3b,1) + (6,1) + (6,1) + (6,2)",84,F1_SU3_AF
1097,"(1,1) + (3b,1) + (6,1) + (6,1) + (6b,2)",84,F1_SU3_AF
1098,"(1,1) + (3b,1) + (6,1) + (6,2) + (6b,1)",84,F1_SU3_AF
1099,"(1,1) + (3b,1) + (6,1) + (6b,1) + (6b,2)",84,F1_SU3_AF
1100,"(1,1) + (3b,1) + (6,2) + (6b,1) + (6b,1)",84,F1_SU3_AF
1101,"(1,1) + (3b,1) + (6b,1) + (6b,1) + (6b,2)",84,F1_SU3_AF
1102,"(1,1) + (3b,1) + (8,1) + (8,2)",84,F1_SU3_AF
1103,"(1,2) + (3,1) + (3,1) + (6,2) + (8,1)",84,F1_SU3_AF
1104,"(1,2) + (3,1) + (3,1) + (6b,2) + (8,1)",84,F1_SU3_AF
1105,"(1,2) + (3,1) + (3b,1) + (6,2) + (8,1)",84,F1_SU3_AF
1106,"(1,2) + (3,1) + (3b,1) + (6b,2) + (8,1)",84,F1_SU3_AF
1107,"(1,2) + (3,2) + (6,1) + (6,1) + (8,1)",84,F1_SU3_AF
1108,"(1,2) + (3,2) + (6,1) + (6b,1) + (8,1)",84,F1_SU3_AF
1109,"(1,2) + (3,2) + (6b,1) + (6b,1) + (8,1)",84,F1_SU3_AF
1110,"(1,2) + (3b,1) + (3b,1) + (6,2) + (8,1)",84,F1_SU3_AF
1111,"(1,2) + (3b,1) + (3b,1) + (6b,2) + (8,1)",84,F1_SU3_AF
1112,"(1,2) + (3b,2) + (6,1) + (6,1) + (8,1)",84,F1_SU3_AF
1113,"(1,2) + (3b,2) + (6,1) + (6b,1) + (8,1)",84,F1_SU3_AF
1114,"(1,2) + (3b,2) + (6b,1) + (6b,1) + (8,1)",84,F1_SU3_AF
1115,"(1,2) + (6,1) + (6,2) + (8,1)",84,F1_SU3_AF
1116,"(1,2) + (6,1) + (6b,2) + (8,1)",84,F1_SU3_AF
1117,"(1,2) + (6,2) + (6b,1) + (8,1)",84,F1_SU3_AF
1118,"(1,2) + (6b,1) + (6b,2) + (8,1)",84,F1_SU3_AF
1119,"(3,1) + (3,1) + (6,1) + (8,2)",84,F1_SU3_AF
1120,"(3,1) + (3,1) + (6b,1) + (8,2)",84,F1_SU3_AF
1121,"(3,1) + (3b,1) + (6,1) + (8,2)",84,F1_SU3_AF
1122,"(3,1) + (3b,1) + (6b,1) + (8,2)",84,F1_SU3_AF
1123,"(3,2) + (6,1) + (8,1) + (8,1)",84,F1_SU3_AF
1124,"(3,2) + (6b,1) + (8,1) + (8,1)",84,F1_SU3_AF
1125,"(3b,1) + (3b,1) + (6,1) + (8,2)",84,F1_SU3_AF
1126,"(3b,1) + (3b,1) + (6b,1) + (8,2)",84,F1_SU3_AF
1127,"(3b,2) + (6,1) + (8,1) + (8,1)",84,F1_SU3_AF
1128,"(3b,2) + (6b,1) + (8,1) + (8,1)",84,F1_SU3_AF
1129,"(6,1) + (6,1) + (8,2)",84,F1_SU3_AF
1130,"(6,1) + (6b,1) + (8,2)",84,F1_SU3_AF
1131,"(6,2) + (8,1) + (8,1)",84,F1_SU3_AF
1132,"(6b,1) + (6b,1) + (8,2)",84,F1_SU3_AF
1133,"(6b,2) + (8,1) + (8,1)",84,F1_SU3_AF
1134,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3,1) + (8,2)",87,F1_SU3_AF
1135,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (3b,1) + (8,2)",87,F1_SU3_AF
1136,"(1,1) + (1,1) + (1,2) + (3,1) + (3,2) + (8,1) + (8,1)",87,F1_SU3_AF
1137,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,1) + (3b,1) + (8,2)",87,F1_SU3_AF
1138,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,2) + (8,1) + (8,1)",87,F1_SU3_AF
1139,"(1,1) + (1,1) + (1,2) + (3,1) + (6,1) + (8,2)",87,F1_SU3_AF
1140,"(1,1) + (1,1) + (1,2) + (3,1) + (6b,1) + (8,2)",87,F1_SU3_AF
1141,"(1,1) + (1,1) + (1,2) + (3,2) + (3b,1) + (8,1) + (8,1)",87,F1_SU3_AF
1142,"(1,1) + (1,1) + (1,2) + (3b,1) + (3b,1) + (3b,1) + (8,2)",87,F1_SU3_AF
1143,"(1,1) + (1,1) + (1,2) + (3b,1) + (3b,2) + (8,1) + (8,1)",87,F1_SU3_AF
1144,"(1,1) + (1,1) + (1,2) + (3b,1) + (6,1) + (8,2)",87,F1_SU3_AF
1145,"(1,1) + (1,1) + (1,2) + (3b,1) + (6b,1) + (8,2)",87,F1_SU3_AF
1146,"(1,1) + (1,1) + (3,1) + (6,1) + (6,1) + (6,2)",87,F1_SU3_AF
1147,"(1,1) + (1,1) + (3,1) + (6,1) + (6,1) + (6b,2)",87,F1_SU3_AF
1148,"(1,1) + (1,1) + (3,1) + (6,1) + (6,2) + (6b,1)",87,F1_SU3_AF
1149,"(1,1) + (1,1) + (3,1) + (6,1) + (6b,1) + (6b,2)",87,F1_SU3_AF
1150,"(1,1) + (1,1) + (3,1) + (6,2) + (6b,1) + (6b,1)",87,F1_SU3_AF
1151,"(1,1) + (1,1) + (3,1) + (6b,1) + (6b,1) + (6b,2)",87,F1_SU3_AF
1152,"(1,1) + (1,1) + (3,1) + (8,1) + (8,2)",87,F1_SU3_AF
1153,"(1,1) + (1,1) + (3b,1) + (6,1) + (6,1) + (6,2)",87,F1_SU3_AF
1154,"(1,1) + (1,1) + (3b,1) + (6,1) + (6,1) + (6b,2)",87,F1_SU3_AF
1155,"(1,1) + (1,1) + (3b,1) + (6,1) + (6,2) + (6b,1)",87,F1_SU3_AF
1156,"(1,1) + (1,1) + (3b,1) + (6,1) + (6b,1) + (6b,2)",87,F1_SU3_AF
1157,"(1,1) + (1,1) + (3b,1) + (6,2) + (6b,1) + (6b,1)",87,F1_SU3_AF
1158,"(1,1) + (1,1) + (3b,1) + (6b,1) + (6b,1) + (6b,2)",87,F1_SU3_AF
1159,"(1,1) + (1,1) + (3b,1) + (8,1) + (8,2)",87,F1_SU3_AF
1160,"(1,1) + (1,2) + (3,1) + (3,1) + (6,2) + (8,1)",87,F1_SU3_AF
1161,"(1,1) + (1,2) + (3,1) + (3,1) + (6b,2) + (8,1)",87,F1_SU3_AF
1162,"(1,1) + (1,2) + (3,1) + (3b,1) + (6,2) + (8,1)",87,F1_SU3_AF
1163,"(1,1) + (1,2) + (3,1) + (3b,1) + (6b,2) + (8,1)",87,F1_SU3_AF
1164,"(1,1) + (1,2) + (3,2) + (6,1) + (6,1) + (8,1)",87,F1_SU3_AF
1165,"(1,1) + (1,2) + (3,2) + (6,1) + (6b,1) + (8,1)",87,F1_SU3_AF
1166,"(1,1) + (1,2) + (3,2) + (6b,1) + (6b,1) + (8,1)",87,F1_SU3_AF
1167,"(1,1) + (1,2) + (3b,1) + (3b,1) + (6,2) + (8,1)",87,F1_SU3_AF
1168,"(1,1) + (1,2) + (3b,1) + (3b,1) + (6b,2) + (8,1)",87,F1_SU3_AF
1169,"(1,1) + (1,2) + (3b,2) + (6,1) + (6,1) + (8,1)",87,F1_SU3_AF
1170,"(1,1) + (1,2) + (3b,2) + (6,1) + (6b,1) + (8,1)",87,F1_SU3_AF
1171,"(1,1) + (1,2) + (3b,2) + (6b,1) + (6b,1) + (8,1)",87,F1_SU3_AF
1172,"(1,1) + (1,2) + (6,1) + (6,2) + (8,1)",87,F1_SU3_AF
1173,"(1,1) + (1,2) + (6,1) + (6b,2) + (8,1)",87,F1_SU3_AF
1174,"(1,1) + (1,2) + (6,2) + (6b,1) + (8,1)",87,F1_SU3_AF
1175,"(1,1) + (1,2) + (6b,1) + (6b,2) + (8,1)",87,F1_SU3_AF
1176,"(1,1) + (3,1) + (3,1) + (6,1) + (8,2)",87,F1_SU3_AF
1177,"(1,1) + (3,1) + (3,1) + (6b,1) + (8,2)",87,F1_SU3_AF
1178,"(1,1) + (3,1) + (3b,1) + (6,1) + (8,2)",87,F1_SU3_AF
1179,"(1,1) + (3,1) + (3b,1) + (6b,1) + (8,2)",87,F1_SU3_AF
1180,"(1,1) + (3,2) + (6,1) + (8,1) + (8,1)",87,F1_SU3_AF
1181,"(1,1) + (3,2) + (6b,1) + (8,1) + (8,1)",87,F1_SU3_AF
1182,"(1,1) + (3b,1) + (3b,1) + (6,1) + (8,2)",87,F1_SU3_AF
1183,"(1,1) + (3b,1) + (3b,1) + (6b,1) + (8,2)",87,F1_SU3_AF
1184,"(1,1) + (3b,2) + (6,1) + (8,1) + (8,1)",87,F1_SU3_AF
1185,"(1,1) + (3b,2) + (6b,1) + (8,1) + (8,1)",87,F1_SU3_AF
1186,"(1,1) + (6,1) + (6,1) + (8,2)",87,F1_SU3_AF
1187,"(1,1) + (6,1) + (6b,1) + (8,2)",87,F1_SU3_AF
1188,"(1,1) + (6,2) + (8,1) + (8,1)",87,F1_SU3_AF
1189,"(1,1) + (6b,1) + (6b,1) + (8,2)",87,F1_SU3_AF
1190,"(1,1) + (6b,2) + (8,1) + (8,1)",87,F1_SU3_AF
1191,"(1,2) + (3,1) + (6,1) + (6,1) + (6,2)",87,F1_SU3_AF
1192,"(1,2) + (3,1) + (6,1) + (6,1) + (6b,2)",87,F1_SU3_AF
1193,"(1,2) + (3,1) + (6,1) + (6,2) + (6b,1)",87,F1_SU3_AF
1194,"(1,2) + (3,1) + (6,1) + (6b,1) + (6b,2)",87,F1_SU3_AF
1195,"(1,2) + (3,1) + (6,2) + (6b,1) + (6b,1)",87,F1_SU3_AF
1196,"(1,2) + (3,1) + (6b,1) + (6b,1) + (6b,2)",87,F1_SU3_AF
1197,"(1,2) + (3,1) + (8,1) + (8,2)",87,F1_SU3_AF
1198,"(1,2) + (3b,1) + (6,1) + (6,1) + (6,2)",87,F1_SU3_AF
1199,"(1,2) + (3b,1) + (6,1) + (6,1) + (6b,2)",87,F1_SU3_AF
1200,"(1,2) + (3b,1) + (6,1) + (6,2) + (6b,1)",87,F1_SU3_AF
1201,"(1,2) + (3b,1) + (6,1) + (6b,1) + (6b,2)",87,F1_SU3_AF
1202,"(1,2) + (3b,1) + (6,2) + (6b,1) + (6b,1)",87,F1_SU3_AF
1203,"(1,2) + (3b,1) + (6b,1) + (6b,1) + (6b,2)",87,F1_SU3_AF
1204,"(1,2) + (3b,1) + (8,1) + (8,2)",87,F1_SU3_AF
1205,"(3,1) + (6,1) + (6,2) + (8,1)",87,F1_SU3_AF
1206,"(3,1) + (6,1) + (6b,2) + (8,1)",87,F1_SU3_AF
1207,"(3,1) + (6,2) + (6b,1) + (8,1)",87,F1_SU3_AF
1208,"(3,1) + (6b,1) + (6b,2) + (8,1)",87,F1_SU3_AF
1209,"(3b,1) + (6,1) + (6,2) + (8,1)",87,F1_SU3_AF
1210,"(3b,1) + (6,1) + (6b,2) + (8,1)",87,F1_SU3_AF
1211,"(3b,1) + (6,2) + (6b,1) + (8,1)",87,F1_SU3_AF
1212,"(3b,1) + (6b,1) + (6b,2) + (8,1)",87,F1_SU3_AF
1213,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (6,2) + (8,1)",90,F1_SU3_AF
1214,"(1,1) + (1,1) + (1,2) + (3,1) + (3,1) + (6b,2) + (8,1)",90,F1_SU3_AF
1215,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,1) + (6,2) + (8,1)",90,F1_SU3_AF
1216,"(1,1) + (1,1) + (1,2) + (3,1) + (3b,1) + (6b,2) + (8,1)",90,F1_SU3_AF
1217,"(1,1) + (1,1) + (1,2) + (3,2) + (6,1) + (6,1) + (8,1)",90,F1_SU3_AF
1218,"(1,1) + (1,1) + (1,2) + (3,2) + (6,1) + (6b,1) + (8,1)",90,F1_SU3_AF
1219,"(1,1) + (1,1) + (1,2) + (3,2) + (6b,1) + (6b,1) + (8,1)",90,F1_SU3_AF
1220,"(1,1) + (1,1) + (1,2) + (3b,1) + (3b,1) + (6,2) + (8,1)",90,F1_SU3_AF
1221,"(1,1) + (1,1) + (1,2) + (3b,1) + (3b,1) + (6b,2) + (8,1)",90,F1_SU3_AF
1222,"(1,1) + (1,1) + (1,2) + (3b,2) + (6,1) + (6,1) + (8,1)",90,F1_SU3_AF
1223,"(1,1) + (1,1) + (1,2) + (3b,2) + (6,1) + (6b,1) + (8,1)",90,F1_SU3_AF
